product_id,date,quantity,revenue,category
P10,2021-01-06,6,2159.6,Móveis
P1,2021-01-07,8,2481.42,Eletrônicos
P2,2021-01-07,7,3047.4,Eletrônicos
P3,2021-01-07,9,2117.87,Roupas
P4,2021-01-07,11,5082.43,Roupas
P5,2021-01-07,5,1992.51,Livros
P6,2021-01-07,6,1667.48,Móveis
P7,2021-01-07,11,3516.54,Eletrônicos
P8,2021-01-07,1,316.7,Roupas
P9,2021-01-07,10,2883.03,Livros
P10,2021-01-07,16,1605.11,Móveis
P1,2021-01-08,12,5200.55,Eletrônicos
P2,2021-01-08,20,1346.65,Eletrônicos
P3,2021-01-08,2,262.93,Roupas
P4,2021-01-08,21,3735.46,Roupas
P5,2021-01-08,13,4588.99,Livros
P6,2021-01-08,10,1501.18,Móveis
P7,2021-01-08,6,573.03,Eletrônicos
P8,2021-01-08,3,420.31,Roupas
P9,2021-01-08,11,960.39,Livros
P10,2021-01-08,5,1124.25,Móveis
P1,2021-01-09,7,2159.61,Eletrônicos
P2,2021-01-09,20,8383.4,Eletrônicos
P3,2021-01-09,1,89.1,Roupas
P4,2021-01-09,1,228.32,Roupas
P5,2021-01-09,23,2199.85,Livros
P6,2021-01-09,10,2138.93,Móveis
P7,2021-01-09,13,1840.27,Eletrônicos
P8,2021-01-09,7,3372.5,Roupas
P9,2021-01-09,3,845.75,Livros
P10,2021-01-09,13,5938.95,Móveis
P1,2021-01-10,12,2787.52,Eletrônicos
P2,2021-01-10,37,13770.65,Eletrônicos
P3,2021-01-10,43,19831.68,Roupas
P4,2021-01-10,39,14114.61,Roupas
P5,2021-01-10,6,2820.51,Livros
P6,2021-01-10,42,6238.52,Móveis
P7,2021-01-10,13,5822.33,Eletrônicos
P8,2021-01-10,6,1508.21,Roupas
P9,2021-01-10,27,2932.16,Livros
P10,2021-01-10,47,18269.23,Móveis
P1,2021-01-11,7,2663.29,Eletrônicos
P2,2021-01-11,3,1236.42,Eletrônicos
P3,2021-01-11,9,1492.42,Roupas
P4,2021-01-11,20,7156.91,Roupas
P5,2021-01-11,14,3352.97,Livros
P6,2021-01-11,18,6025.76,Móveis
P7,2021-01-11,11,1496.4,Eletrônicos
P8,2021-01-11,21,10232.59,Roupas
P9,2021-01-11,8,1114.86,Livros
P10,2021-01-11,3,1216.34,Móveis
P1,2021-01-12,9,970.8,Eletrônicos
P2,2021-01-12,3,786.17,Eletrônicos
P3,2021-01-12,6,1823.13,Roupas
P4,2021-01-12,14,1264.3,Roupas
P5,2021-01-12,1,429.41,Livros
P6,2021-01-12,12,1306.29,Móveis
P7,2021-01-12,27,2447.17,Eletrônicos
P8,2021-01-12,12,622.59,Roupas
P9,2021-01-12,20,2227.25,Livros
P10,2021-01-12,9,3713.64,Móveis
P1,2021-01-13,7,2063.4,Eletrônicos
P2,2021-01-13,3,234.3,Eletrônicos
P3,2021-01-13,3,998.62,Roupas
P4,2021-01-13,5,2458.36,Roupas
P5,2021-01-13,18,1007.28,Livros
P6,2021-01-13,4,201.74,Móveis
P7,2021-01-13,8,2067.62,Eletrônicos
P8,2021-01-13,4,1289.98,Roupas
P9,2021-01-13,20,2911.33,Livros
P10,2021-01-13,1,341.39,Móveis
P1,2021-01-14,20,6770.72,Eletrônicos
P2,2021-01-14,17,1888.46,Eletrônicos
P3,2021-01-14,10,1684.94,Roupas
P4,2021-01-14,1,324.41,Roupas
P5,2021-01-14,8,2369.89,Livros
P6,2021-01-14,7,1133.4,Móveis
P7,2021-01-14,4,1389.18,Eletrônicos
P8,2021-01-14,11,5478.46,Roupas
P9,2021-01-14,9,538.07,Livros
P10,2021-01-14,2,434.88,Móveis
P1,2021-01-15,15,5648.05,Eletrônicos
P2,2021-01-15,8,1180.67,Eletrônicos
P3,2021-01-15,15,6142.89,Roupas
P4,2021-01-15,15,2511.24,Roupas
P5,2021-01-15,3,873.06,Livros
P6,2021-01-15,8,3853.07,Móveis
P7,2021-01-15,10,1785.21,Eletrônicos
P8,2021-01-15,4,298.95,Roupas
P9,2021-01-15,2,472.08,Livros
P10,2021-01-15,3,849.75,Móveis
P1,2021-01-16,37,15946.09,Eletrônicos
P2,2021-01-16,45,20878.99,Eletrônicos
P3,2021-01-16,13,5304.79,Roupas
P4,2021-01-16,13,5816.31,Roupas
P5,2021-01-16,35,2378.68,Livros
P6,2021-01-16,15,853.9,Móveis
P7,2021-01-16,6,1524.46,Eletrônicos
P8,2021-01-16,18,4188.29,Roupas
P9,2021-01-16,26,10324.54,Livros
P10,2021-01-16,50,2560.25,Móveis
P1,2021-01-17,40,5581.28,Eletrônicos
P2,2021-01-17,17,5304.86,Eletrônicos
P3,2021-01-17,35,9392.97,Roupas
P4,2021-01-17,2,556.56,Roupas
P5,2021-01-17,24,9834.34,Livros
P6,2021-01-17,16,2482.21,Móveis
P7,2021-01-17,22,6154.76,Eletrônicos
P8,2021-01-17,29,5303.6,Roupas
P9,2021-01-17,1,229.37,Livros
P10,2021-01-17,22,5192.34,Móveis
P1,2021-01-18,3,1256.79,Eletrônicos
P2,2021-01-18,21,10075.82,Eletrônicos
P3,2021-01-18,13,5866.02,Roupas
P4,2021-01-18,23,8326.85,Roupas
P5,2021-01-18,9,4179.57,Livros
P6,2021-01-18,2,227.25,Móveis
P7,2021-01-18,13,1773.02,Eletrônicos
P8,2021-01-18,7,766.03,Roupas
P9,2021-01-18,6,2009.54,Livros
P10,2021-01-18,1,144.04,Móveis
P1,2021-01-19,12,812.68,Eletrônicos
P2,2021-01-19,4,479.26,Eletrônicos
P3,2021-01-19,7,2922.94,Roupas
P4,2021-01-19,23,11175.52,Roupas
P5,2021-01-19,4,848.14,Livros
P6,2021-01-19,7,585.35,Móveis
P7,2021-01-19,6,2059.62,Eletrônicos
P8,2021-01-19,22,1445.88,Roupas
P9,2021-01-19,12,5930.4,Livros
P10,2021-01-19,8,1588.44,Móveis
P1,2021-01-20,19,6122.96,Eletrônicos
P2,2021-01-20,11,2138.83,Eletrônicos
P3,2021-01-20,17,2665.2,Roupas
P4,2021-01-20,3,1054.31,Roupas
P5,2021-01-20,10,2155.47,Livros
P6,2021-01-20,1,424.76,Móveis
P7,2021-01-20,2,520.55,Eletrônicos
P8,2021-01-20,10,1281.5,Roupas
P9,2021-01-20,8,3516.86,Livros
P10,2021-01-20,3,398.16,Móveis
P1,2021-01-21,8,2938.89,Eletrônicos
P2,2021-01-21,13,1939.67,Eletrônicos
P3,2021-01-21,11,5455.38,Roupas
P4,2021-01-21,4,1984.07,Roupas
P5,2021-01-21,16,7571.85,Livros
P6,2021-01-21,5,1846.75,Móveis
P7,2021-01-21,1,352.07,Eletrônicos
P8,2021-01-21,8,1473.07,Roupas
P9,2021-01-21,9,1344.73,Livros
P10,2021-01-21,15,6437.84,Móveis
P1,2021-01-22,12,5482.8,Eletrônicos
P2,2021-01-22,3,728.68,Eletrônicos
P3,2021-01-22,4,972.07,Roupas
P4,2021-01-22,7,2801.29,Roupas
P5,2021-01-22,23,6159.87,Livros
P6,2021-01-22,20,6739.79,Móveis
P7,2021-01-22,25,1404.11,Eletrônicos
P8,2021-01-22,15,6977.49,Roupas
P9,2021-01-22,8,3249.08,Livros
P10,2021-01-22,4,1753.79,Móveis
P1,2021-01-23,6,808.28,Eletrônicos
P2,2021-01-23,19,3700.34,Eletrônicos
P3,2021-01-23,20,5614.27,Roupas
P4,2021-01-23,17,2687.65,Roupas
P5,2021-01-23,15,1143.8,Livros
P6,2021-01-23,9,3761.79,Móveis
P7,2021-01-23,10,1974.98,Eletrônicos
P8,2021-01-23,2,364.92,Roupas
P9,2021-01-23,10,2404.1,Livros
P10,2021-01-23,25,6446.07,Móveis
P1,2021-01-24,14,4675.59,Eletrônicos
P2,2021-01-24,38,16914.9,Eletrônicos
P3,2021-01-24,45,18307.79,Roupas
P4,2021-01-24,6,2756.21,Roupas
P5,2021-01-24,31,10059.54,Livros
P6,2021-01-24,1,92.03,Móveis
P7,2021-01-24,5,1294.6,Eletrônicos
P8,2021-01-24,10,1621.75,Roupas
P9,2021-01-24,4,1779.07,Livros
P10,2021-01-24,62,7073.9,Móveis
P1,2021-01-25,7,832.49,Eletrônicos
P2,2021-01-25,9,1622.23,Eletrônicos
P3,2021-01-25,9,1813.46,Roupas
P4,2021-01-25,1,411.35,Roupas
P5,2021-01-25,2,465.89,Livros
P6,2021-01-25,1,370.28,Móveis
P7,2021-01-25,8,1645.38,Eletrônicos
P8,2021-01-25,3,843.9,Roupas
P9,2021-01-25,7,2471.28,Livros
P10,2021-01-25,7,1090.35,Móveis
P1,2021-01-26,9,1979.66,Eletrônicos
P2,2021-01-26,4,1052.83,Eletrônicos
P3,2021-01-26,29,5949.2,Roupas
P4,2021-01-26,2,395.16,Roupas
P5,2021-01-26,8,2908.89,Livros
P6,2021-01-26,15,2169.65,Móveis
P7,2021-01-26,12,1344.05,Eletrônicos
P8,2021-01-26,8,3962.67,Roupas
P9,2021-01-26,11,2962.65,Livros
P10,2021-01-26,1,259.74,Móveis
P1,2021-01-27,9,3995.74,Eletrônicos
P2,2021-01-27,3,1183.5,Eletrônicos
P3,2021-01-27,2,506.29,Roupas
P4,2021-01-27,7,2816.07,Roupas
P5,2021-01-27,6,1833.22,Livros
P6,2021-01-27,14,5144.5,Móveis
P7,2021-01-27,8,508.64,Eletrônicos
P8,2021-01-27,8,3944.25,Roupas
P9,2021-01-27,1,386.48,Livros
P10,2021-01-27,7,360.96,Móveis
P1,2021-01-28,1,406.42,Eletrônicos
P2,2021-01-28,3,991.34,Eletrônicos
P3,2021-01-28,24,2662.5,Roupas
P4,2021-01-28,10,2680.02,Roupas
P5,2021-01-28,15,6338.97,Livros
P6,2021-01-28,27,10754.15,Móveis
P7,2021-01-28,6,2274.68,Eletrônicos
P8,2021-01-28,3,1423.99,Roupas
P9,2021-01-28,13,6495.62,Livros
P10,2021-01-28,2,111.99,Móveis
P1,2021-01-29,2,479.88,Eletrônicos
P2,2021-01-29,8,427.18,Eletrônicos
P3,2021-01-29,18,2590.34,Roupas
P4,2021-01-29,1,424.72,Roupas
P5,2021-01-29,8,1459.62,Livros
P6,2021-01-29,20,5037.33,Móveis
P7,2021-01-29,14,2926.48,Eletrônicos
P8,2021-01-29,5,1206.56,Roupas
P9,2021-01-29,14,5905.32,Livros
P10,2021-01-29,13,712.88,Móveis
P1,2021-01-30,30,11116.22,Eletrônicos
P2,2021-01-30,2,352.52,Eletrônicos
P3,2021-01-30,28,7842.19,Roupas
P4,2021-01-30,2,732.46,Roupas
P5,2021-01-30,17,5661.41,Livros
P6,2021-01-30,37,17961.75,Móveis
P7,2021-01-30,16,5336.17,Eletrônicos
P8,2021-01-30,14,2360.6,Roupas
P9,2021-01-30,27,7266.79,Livros
P10,2021-01-30,3,1009.18,Móveis
P1,2021-01-31,4,1460.99,Eletrônicos
P2,2021-01-31,41,3118.82,Eletrônicos
P3,2021-01-31,5,553.03,Roupas
P4,2021-01-31,4,1973.19,Roupas
P5,2021-01-31,16,1824.22,Livros
P6,2021-01-31,19,8879.84,Móveis
P7,2021-01-31,19,2295.1,Eletrônicos
P8,2021-01-31,42,16580.28,Roupas
P9,2021-01-31,7,2098.83,Livros
P10,2021-01-31,36,2540.07,Móveis
P1,2021-02-01,11,5497.13,Eletrônicos
P2,2021-02-01,14,6696.33,Eletrônicos
P3,2021-02-01,13,4187.62,Roupas
P4,2021-02-01,2,351.89,Roupas
P5,2021-02-01,11,708.19,Livros
P6,2021-02-01,1,207.98,Móveis
P7,2021-02-01,8,3036.47,Eletrônicos
P8,2021-02-01,3,533.62,Roupas
P9,2021-02-01,15,6984.46,Livros
P10,2021-02-01,6,1319.22,Móveis
P1,2021-02-02,7,766.77,Eletrônicos
P2,2021-02-02,13,1684.23,Eletrônicos
P3,2021-02-02,2,137.75,Roupas
P4,2021-02-02,6,1528.06,Roupas
P5,2021-02-02,3,487.13,Livros
P6,2021-02-02,12,5075.13,Móveis
P7,2021-02-02,10,1186.53,Eletrônicos
P8,2021-02-02,13,6126.56,Roupas
P9,2021-02-02,7,2458.23,Livros
P10,2021-02-02,1,215.35,Móveis
P1,2021-02-03,1,198.87,Eletrônicos
P2,2021-02-03,1,109.49,Eletrônicos
P3,2021-02-03,9,2261.53,Roupas
P4,2021-02-03,2,196.08,Roupas
P5,2021-02-03,1,280.5,Livros
P6,2021-02-03,18,5089.93,Móveis
P7,2021-02-03,1,235.23,Eletrônicos
P8,2021-02-03,18,5056.38,Roupas
P9,2021-02-03,8,3877.0,Livros
P10,2021-02-03,7,2947.62,Móveis
P1,2021-02-04,10,4379.56,Eletrônicos
P2,2021-02-04,5,2238.97,Eletrônicos
P3,2021-02-04,20,2633.98,Roupas
P4,2021-02-04,4,622.46,Roupas
P5,2021-02-04,19,6118.8,Livros
P6,2021-02-04,1,373.41,Móveis
P7,2021-02-04,5,1587.19,Eletrônicos
P8,2021-02-04,4,310.21,Roupas
P9,2021-02-04,3,244.77,Livros
P10,2021-02-04,8,942.33,Móveis
P1,2021-02-05,8,3147.59,Eletrônicos
P2,2021-02-05,16,4749.48,Eletrônicos
P3,2021-02-05,11,5260.44,Roupas
P4,2021-02-05,1,197.08,Roupas
P5,2021-02-05,9,1460.79,Livros
P6,2021-02-05,23,2716.44,Móveis
P7,2021-02-05,4,435.74,Eletrônicos
P8,2021-02-05,11,1047.07,Roupas
P9,2021-02-05,1,406.05,Livros
P10,2021-02-05,18,6666.83,Móveis
P1,2021-02-06,42,16361.69,Eletrônicos
P2,2021-02-06,7,3283.25,Eletrônicos
P3,2021-02-06,37,15876.75,Roupas
P4,2021-02-06,2,439.13,Roupas
P5,2021-02-06,12,5856.01,Livros
P6,2021-02-06,1,372.3,Móveis
P7,2021-02-06,5,1325.78,Eletrônicos
P8,2021-02-06,33,8445.25,Roupas
P9,2021-02-06,1,307.34,Livros
P10,2021-02-06,24,5028.7,Móveis
P1,2021-02-07,40,3704.25,Eletrônicos
P2,2021-02-07,42,7957.53,Eletrônicos
P3,2021-02-07,34,4506.82,Roupas
P4,2021-02-07,17,1167.3,Roupas
P5,2021-02-07,40,19961.45,Livros
P6,2021-02-07,3,1449.52,Móveis
P7,2021-02-07,34,13370.44,Eletrônicos
P8,2021-02-07,13,3848.22,Roupas
P9,2021-02-07,19,2879.83,Livros
P10,2021-02-07,23,9066.62,Móveis
P1,2021-02-08,1,101.82,Eletrônicos
P2,2021-02-08,2,110.34,Eletrônicos
P3,2021-02-08,13,5907.94,Roupas
P4,2021-02-08,14,3807.51,Roupas
P5,2021-02-08,9,4101.76,Livros
P6,2021-02-08,1,316.74,Móveis
P7,2021-02-08,16,5326.88,Eletrônicos
P8,2021-02-08,9,2504.82,Roupas
P9,2021-02-08,10,3736.45,Livros
P10,2021-02-08,10,532.87,Móveis
P1,2021-02-09,21,2305.89,Eletrônicos
P2,2021-02-09,10,3078.55,Eletrônicos
P3,2021-02-09,6,2356.85,Roupas
P4,2021-02-09,20,9073.12,Roupas
P5,2021-02-09,12,4805.35,Livros
P6,2021-02-09,6,2971.76,Móveis
P7,2021-02-09,14,1294.67,Eletrônicos
P8,2021-02-09,1,345.23,Roupas
P9,2021-02-09,12,3376.22,Livros
P10,2021-02-09,6,531.85,Móveis
P1,2021-02-10,19,4634.27,Eletrônicos
P2,2021-02-10,12,4246.53,Eletrônicos
P3,2021-02-10,13,4931.74,Roupas
P4,2021-02-10,2,877.81,Roupas
P5,2021-02-10,4,909.62,Livros
P6,2021-02-10,22,6947.26,Móveis
P7,2021-02-10,3,1270.4,Eletrônicos
P8,2021-02-10,7,3098.44,Roupas
P9,2021-02-10,5,2326.86,Livros
P10,2021-02-10,25,7608.93,Móveis
P1,2021-02-11,1,221.33,Eletrônicos
P2,2021-02-11,7,826.78,Eletrônicos
P3,2021-02-11,4,1528.95,Roupas
P4,2021-02-11,9,3318.92,Roupas
P5,2021-02-11,3,1396.8,Livros
P6,2021-02-11,9,3705.58,Móveis
P7,2021-02-11,5,2209.75,Eletrônicos
P8,2021-02-11,15,4686.3,Roupas
P9,2021-02-11,5,1120.98,Livros
P10,2021-02-11,7,2637.93,Móveis
P1,2021-02-12,12,4427.96,Eletrônicos
P2,2021-02-12,5,548.6,Eletrônicos
P3,2021-02-12,20,1658.46,Roupas
P4,2021-02-12,18,992.35,Roupas
P5,2021-02-12,3,938.78,Livros
P6,2021-02-12,1,230.11,Móveis
P7,2021-02-12,12,4853.96,Eletrônicos
P8,2021-02-12,3,1375.32,Roupas
P9,2021-02-12,7,586.3,Livros
P10,2021-02-12,10,2708.27,Móveis
P1,2021-02-13,38,14772.65,Eletrônicos
P2,2021-02-13,39,3535.95,Eletrônicos
P3,2021-02-13,4,1462.17,Roupas
P4,2021-02-13,13,4370.03,Roupas
P5,2021-02-13,32,15084.89,Livros
P6,2021-02-13,18,8805.81,Móveis
P7,2021-02-13,24,8562.82,Eletrônicos
P8,2021-02-13,9,1700.2,Roupas
P9,2021-02-13,24,3117.44,Livros
P10,2021-02-13,11,1335.54,Móveis
P1,2021-02-14,18,1409.52,Eletrônicos
P2,2021-02-14,16,3964.41,Eletrônicos
P3,2021-02-14,21,10401.91,Roupas
P4,2021-02-14,24,2931.28,Roupas
P5,2021-02-14,36,15742.55,Livros
P6,2021-02-14,37,18112.66,Móveis
P7,2021-02-14,2,976.12,Eletrônicos
P8,2021-02-14,12,1110.47,Roupas
P9,2021-02-14,12,2885.02,Livros
P10,2021-02-14,26,5102.58,Móveis
P1,2021-02-15,9,890.25,Eletrônicos
P2,2021-02-15,26,9562.54,Eletrônicos
P3,2021-02-15,23,5361.5,Roupas
P4,2021-02-15,6,757.05,Roupas
P5,2021-02-15,14,1687.86,Livros
P6,2021-02-15,7,3256.59,Móveis
P7,2021-02-15,13,4834.42,Eletrônicos
P8,2021-02-15,8,1113.51,Roupas
P9,2021-02-15,4,698.11,Livros
P10,2021-02-15,7,1237.48,Móveis
P1,2021-02-16,5,999.96,Eletrônicos
P2,2021-02-16,14,3297.41,Eletrônicos
P3,2021-02-16,12,4362.98,Roupas
P4,2021-02-16,12,1423.68,Roupas
P5,2021-02-16,11,2301.89,Livros
P6,2021-02-16,7,3372.36,Móveis
P7,2021-02-16,16,7137.02,Eletrônicos
P8,2021-02-16,1,467.19,Roupas
P9,2021-02-16,13,4510.83,Livros
P10,2021-02-16,7,2963.78,Móveis
P1,2021-02-17,4,1802.36,Eletrônicos
P2,2021-02-17,1,56.64,Eletrônicos
P3,2021-02-17,15,7309.68,Roupas
P4,2021-02-17,16,1217.72,Roupas
P5,2021-02-17,17,5476.6,Livros
P6,2021-02-17,21,2675.45,Móveis
P7,2021-02-17,12,4785.62,Eletrônicos
P8,2021-02-17,15,1408.28,Roupas
P9,2021-02-17,14,1035.74,Livros
P10,2021-02-17,18,5864.04,Móveis
P1,2021-02-18,20,8385.14,Eletrônicos
P2,2021-02-18,5,2082.1,Eletrônicos
P3,2021-02-18,3,229.43,Roupas
P4,2021-02-18,5,999.84,Roupas
P5,2021-02-18,5,1276.72,Livros
P6,2021-02-18,8,2731.03,Móveis
P7,2021-02-18,1,462.28,Eletrônicos
P8,2021-02-18,9,1484.14,Roupas
P9,2021-02-18,8,2159.59,Livros
P10,2021-02-18,2,810.23,Móveis
P1,2021-02-19,15,6030.58,Eletrônicos
P2,2021-02-19,16,956.67,Eletrônicos
P3,2021-02-19,6,2089.85,Roupas
P4,2021-02-19,10,4819.08,Roupas
P5,2021-02-19,1,403.32,Livros
P6,2021-02-19,13,3687.32,Móveis
P7,2021-02-19,6,1520.3,Eletrônicos
P8,2021-02-19,8,3347.01,Roupas
P9,2021-02-19,24,7374.7,Livros
P10,2021-02-19,13,954.96,Móveis
P1,2021-02-20,4,1779.66,Eletrônicos
P2,2021-02-20,37,5169.43,Eletrônicos
P3,2021-02-20,3,225.78,Roupas
P4,2021-02-20,17,6070.34,Roupas
P5,2021-02-20,8,505.11,Livros
P6,2021-02-20,22,7305.74,Móveis
P7,2021-02-20,14,6282.43,Eletrônicos
P8,2021-02-20,19,4848.67,Roupas
P9,2021-02-20,3,1283.11,Livros
P10,2021-02-20,3,241.22,Móveis
P1,2021-02-21,21,8327.59,Eletrônicos
P2,2021-02-21,56,12219.39,Eletrônicos
P3,2021-02-21,39,15590.65,Roupas
P4,2021-02-21,33,5404.6,Roupas
P5,2021-02-21,24,11154.75,Livros
P6,2021-02-21,11,2671.61,Móveis
P7,2021-02-21,20,2174.43,Eletrônicos
P8,2021-02-21,27,12827.25,Roupas
P9,2021-02-21,9,614.55,Livros
P10,2021-02-21,12,4274.88,Móveis
P1,2021-02-22,27,2083.51,Eletrônicos
P2,2021-02-22,10,2691.24,Eletrônicos
P3,2021-02-22,11,1777.63,Roupas
P4,2021-02-22,5,686.03,Roupas
P5,2021-02-22,22,4139.27,Livros
P6,2021-02-22,9,754.4,Móveis
P7,2021-02-22,2,239.49,Eletrônicos
P8,2021-02-22,8,917.07,Roupas
P9,2021-02-22,3,1407.46,Livros
P10,2021-02-22,3,1334.09,Móveis
P1,2021-02-23,16,5487.33,Eletrônicos
P2,2021-02-23,23,6758.03,Eletrônicos
P3,2021-02-23,12,1547.55,Roupas
P4,2021-02-23,5,1707.74,Roupas
P5,2021-02-23,9,2498.49,Livros
P6,2021-02-23,11,4475.72,Móveis
P7,2021-02-23,3,434.55,Eletrônicos
P8,2021-02-23,16,3071.26,Roupas
P9,2021-02-23,3,465.46,Livros
P10,2021-02-23,20,9283.04,Móveis
P1,2021-02-24,18,2441.32,Eletrônicos
P2,2021-02-24,4,377.61,Eletrônicos
P3,2021-02-24,6,919.08,Roupas
P4,2021-02-24,17,3656.41,Roupas
P5,2021-02-24,5,558.42,Livros
P6,2021-02-24,3,1368.36,Móveis
P7,2021-02-24,9,4073.19,Eletrônicos
P8,2021-02-24,18,6458.06,Roupas
P9,2021-02-24,6,722.19,Livros
P10,2021-02-24,6,1773.23,Móveis
P1,2021-02-25,8,3284.43,Eletrônicos
P2,2021-02-25,9,3836.92,Eletrônicos
P3,2021-02-25,29,9206.74,Roupas
P4,2021-02-25,10,1799.89,Roupas
P5,2021-02-25,15,3918.59,Livros
P6,2021-02-25,9,1514.36,Móveis
P7,2021-02-25,1,333.45,Eletrônicos
P8,2021-02-25,5,2377.82,Roupas
P9,2021-02-25,13,1258.96,Livros
P10,2021-02-25,10,1035.46,Móveis
P1,2021-02-26,1,108.32,Eletrônicos
P2,2021-02-26,5,505.61,Eletrônicos
P3,2021-02-26,13,1525.33,Roupas
P4,2021-02-26,12,3379.0,Roupas
P5,2021-02-26,13,4074.71,Livros
P6,2021-02-26,1,78.26,Móveis
P7,2021-02-26,3,336.7,Eletrônicos
P8,2021-02-26,7,2536.78,Roupas
P9,2021-02-26,1,394.82,Livros
P10,2021-02-26,4,1335.79,Móveis
P1,2021-02-27,26,4753.8,Eletrônicos
P2,2021-02-27,3,1024.13,Eletrônicos
P3,2021-02-27,35,4761.81,Roupas
P4,2021-02-27,3,653.75,Roupas
P5,2021-02-27,26,12594.37,Livros
P6,2021-02-27,6,1625.61,Móveis
P7,2021-02-27,11,1663.1,Eletrônicos
P8,2021-02-27,38,18915.78,Roupas
P9,2021-02-27,28,4381.34,Livros
P10,2021-02-27,4,614.01,Móveis
P1,2021-02-28,48,22692.12,Eletrônicos
P2,2021-02-28,24,3307.42,Eletrônicos
P3,2021-02-28,35,6377.19,Roupas
P4,2021-02-28,6,1573.04,Roupas
P5,2021-02-28,52,14624.72,Livros
P6,2021-02-28,39,5029.1,Móveis
P7,2021-02-28,9,4120.16,Eletrônicos
P8,2021-02-28,6,2545.35,Roupas
P9,2021-02-28,6,1466.11,Livros
P10,2021-02-28,26,8867.84,Móveis
P1,2021-03-01,1,246.71,Eletrônicos
P2,2021-03-01,14,5896.22,Eletrônicos
P3,2021-03-01,24,7715.32,Roupas
P4,2021-03-01,3,773.95,Roupas
P5,2021-03-01,4,1051.75,Livros
P6,2021-03-01,5,1886.98,Móveis
P7,2021-03-01,25,8331.36,Eletrônicos
P8,2021-03-01,12,1447.88,Roupas
P9,2021-03-01,3,1292.75,Livros
P10,2021-03-01,2,307.05,Móveis
P1,2021-03-02,21,9178.61,Eletrônicos
P2,2021-03-02,4,861.37,Eletrônicos
P3,2021-03-02,17,5542.04,Roupas
P4,2021-03-02,22,4750.95,Roupas
P5,2021-03-02,4,1394.55,Livros
P6,2021-03-02,4,1672.88,Móveis
P7,2021-03-02,25,9850.39,Eletrônicos
P8,2021-03-02,15,4364.73,Roupas
P9,2021-03-02,19,9169.6,Livros
P10,2021-03-02,10,2370.44,Móveis
P1,2021-03-03,4,997.02,Eletrônicos
P2,2021-03-03,13,4552.3,Eletrônicos
P3,2021-03-03,4,942.19,Roupas
P4,2021-03-03,3,1103.0,Roupas
P5,2021-03-03,27,8195.4,Livros
P6,2021-03-03,10,2687.1,Móveis
P7,2021-03-03,17,1981.09,Eletrônicos
P8,2021-03-03,12,5797.95,Roupas
P9,2021-03-03,11,1085.14,Livros
P10,2021-03-03,25,1466.21,Móveis
P1,2021-03-04,7,1684.1,Eletrônicos
